cunia,diaro
adicvatã,adicvată
adilliatã,adilliatâ
adinãllei,adinăllei
adiptsã,adipță
adiptsãllii,adipțăllii
adirãrii,adirării
adiverintsã,adiverință
adivãr,adivăr
adivãrat,adivărat
adivãratcu,adivăratcu
adivãrate,adivărate
adivãratã,adivărată
adivãrul,adivărul
adjunctsãlji,adjuncțâľi
adjunctsã,adjuncță
administrareadozãlleidibooster,administrareadozălleidibooster
administrativãtru,administrativâtru
administratã,administrată
administratãdimuzeulugiuditseandiistoriedeapoa,administratădimuzeulugiudițeandiistoriedeapoa
administrã,administră
admiratã,admirată
admirãnda,admirânda
admirãm,admirăm
admisã,admisă
admitsãnda,admițânda
admitã,admită
adnatã,adnatâ
adolescentinãdupu,adolescentinădupu
adolescentsãllei,adolescențăllei
adolescentsãllii,adolescențăllii
adolescentsãlliii,adolescențălliii
adolescentã,adolescentă
adooptã,adooptă
adoptarã,adoptară
adoptatãshi,adoptatăși
adoptãnda,adoptânda
adoptãndalui,adoptândalui
adoptã,adoptă
adoptãa,adoptăa
adoptãm,adoptăm
adoptãmu,adoptămu
adoptãrii,adoptării
adoptãriljei,adoptăriľei
adrarinã,adrarinâ
adratãdi,adratădi
adratããnhiintsatã,adratăînhiințată
adrehoarã,adrehoară
adrenalinã,adrenalină
adresarã,adresară
adresats-vã,adresaț-vă
adresatsi-vã,adresați-vă
adresatsã-vã,adresațâ-vă
adresatã,adresată
adresãm,adresăm
adresãmuzeulu,adresămuzeulu
adresãrilor,adresărilor
adresãwwwrriro,adresăwwwrriro
adrfatããnhiintsatã,adrfatăînhiințată
adrianãlei,adrianâlei
adrianãljei,adrianâľei
adrupãmintu,adrupămintu
adrupãmintul,adrupămintul
adrãndalor,adrândalor
adrãndalui,adrândalui
adrãrate,adrârate
adrãmu,adrămu
aduchitã,aduchitâ
aducnãdalui,aducnâdalui
aducãtor,aducâtor
aducãshi,aducăși
aducãtori,aducători
adukirã,adukirâ
adulead̦ã,adulead̦â
adultsãlji,adulțâľi
adultsãljii,adulțâľii
adultsãlor,adulțâlor
adultsãllii,adulțăllii
adultsãloru,adulțăloru
adultã,adultă
adunarãljei,adunarâľei
adunarãri,adunarări
adunãndaei,adunândaei
adunãtor,adunâtor
adunã-m'i,adună-m'i
adunãa,adunăa
adunãari,adunăari
adunãca,adunăca
adunãcunoscuu,adunăcunoscuu
adunãfortsãli,adunăforțăli
adunãi,adunăi
adunãljei,adunăľei
adunãmu,adunămu
adunãri,adunări
adunãrii,adunării
adunãrile,adunările
adunãrili,adunărili
adunãrilor,adunărilor
adunãriloru,adunăriloru
adunãrli,adunărli
adurm'itã,adurm'ită
adutseicã,aduțeică
adutsets-vã,aduțeț-vâ
aduunã,aduună
aduunãculead̦e,aduunăculead̦e
aduã,aduâ
adversarãljei,adversarâľei
adversarãllei,adversarăllei
adversã,adversă
adyafuritã,adyafuritâ
adyivãsearea,adyivâsearea
adyivãseari,adyivâseari
adyivãsescu,adyivâsescu
adyivãsi,adyivâsi
adyivãsiiu,adyivâsiiu
adyivãsinda,adyivâsinda
adyivãsirã,adyivâsirâ
adyivãsitã,adyivâsitâ
ad̦uuãllei,ad̦uuâllei
ad̦uãllei,ad̦uăllei
ad̦ãta,ad̦âta
ad̦ãad̦ã,ad̦ăad̦ă
ad̦ãi,ad̦ăi
adã,adâ
adãncata,adâncata
adãncirea,adâncirea
adãncoase,adâncoase
adãncopase,adâncopase
adãncos,adâncos
adãncuri,adâncuri
adãncã,adâncă
adãncãahãndoasã,adâncăahândoasă
adãntseahãndoase,adânțeahândoase
adãntseascã,adânțească
adãntsescsa,adânțescsa
adãntsescu,adânțescu
adãntsi,adânți
adãntsime,adânțime
adãntsimea,adânțimea
adãntsire,adânțire
adãntsirea,adânțirea
adãpa,adâpa
adãpat,adâpat
adãpsiminti,adâpsiminti
adãpsãmintile,adâpsâmintile
adãrati,adârati
adãrats,adâraț
adãratãfondatã,adâratăfondată
adãrãmintiloru,adârâmintiloru
adãrãmintulu,adârâmintulu
adãtsescu,adâțescu
adãvd̦ea,adâvd̦ea
adãvd̦eare,adâvd̦eare
adãvd̦erli,adâvd̦erli
adãvgari,adâvgari
adãvgat,adâvgat
adãbgã,adăbgă
adãgã,adăgă
adãparea,adăparea
adãpariirigari,adăpariirigari
adãposteapãnghisea,adăposteapănghisea
adãposteashte,adăposteaște
adãpostiteapanghisite,adăpostiteapanghisite
adãposturi,adăposturi
adãpã,adăpă
adãpãrloru,adăpărloru
adãrarea,adărarea
adãratefãcute,adăratefăcute
adãratã,adărată
adãrãm,adărăm
adãugat,adăugat
adãugatã,adăugată
adãugiri,adăugiri
adãugã,adăugă
adãuvgandalui,adăuvgandalui
adãvd̦earea,adăvd̦earea
adãvga,adăvga
adãvgandalui,adăvgandalui
adãvgara,adăvgara
adãvgarillei,adăvgarillei
adãvgarin,adăvgarin
adãvgate,adăvgate
adãvgatu,adăvgatu
adãvgãnda,adăvgânda
adãvgãnda-lli,adăvgânda-lli
adãvgãndu-li-se,adăvgându-li-se
adãvgãcu,adăvgăcu
adãvgãe,adăvgăe
adãvgãmu,adăvgămu
adãvgãri,adăvgări
adãvgãunã,adăvgăună
adãvugã,adăvugă
aeatã,aeată
aemãnipsearea,aemânipsearea
aerianãditu,aerianăditu
aerianãe,aerianăe
aerieanã,aerieană
aerisitã,aerisită
aermãnipsearea,aermânipsearea
aerogenã,aerogenă
aeronauticã,aeronautică
aeronavãljei,aeronavâľei
aeronavãllei,aeronavăllei
aeropurtatã,aeropurtată
aerospatsialã,aerospațială
aesshtsã,aesșțâ
aesstã,aesstă
aestadialtã,aestadialtă
aesticã,aestică
aestidauã,aestidauă
aestidocumentiagiumsirãs-hibãcunuscuticãte,aestidocumentiagiumsirăs-hibăcunuscuticăte
aestuamirã,aestuamiră
aestulucrutuaestid̦ãlidealihea,aestulucrutuaestid̦ălidealihea
aestusistemdisãnãtate,aestusistemdisănătate
aestã-al,aestâ-al
aestã-aratsinu,aestâ-araținu
aestã-lji,aestâ-ľi
aestãbanca,aestâbanca
aestãcarti,aestâcarti
aestãcomisia,aestâcomisia
aestãfiridãdi,aestâfiridâdi
aestãi,aestâi
aestãn'icshurari,aestân'icșurari
aestãpasias,aestâpasias
aestãpublicatsie,aestâpublicație
aestãsi,aestâsi
aestãstrepsiade,aestâstrepsiade
aestãsunt,aestâsunt
aestãturlie,aestâturlie
aestã-d-iu,aestă-d-iu
aestãafectsiune,aestăafecțiune
aestãaradã,aestăaradă
aestãdupã,aestădupă
aestãeastiun,aestăeastiun
aestãipotisi,aestăipotisi
aestãnu,aestănu
aestãoara,aestăoara
aestãoarã,aestăoară
aestãpandemieari,aestăpandemieari
aestãtutusistemlueastiaguditudimãriinechitãts,aestătutusistemlueastiaguditudimăriinechităț
aestãzmeulu,aestăzmeulu
aetã,aetâ
afacãri,afacări
afanã,afanâ
afarã,afară
afectarã,afectară
afectatsãlji,afectațâľi
afectatã,afectată
afectead̦ãfatse,afectead̦ăfațe
afecteazã,afectează
afectsiun'ilelãngorile,afecțiun'ilelângorile
afectãnda,afectânda
afectã,afectă
afendã-sui,afendă-sui
aferentã,aferentă
afiirmã,afiirmă
afiirmãd̦ãtse,afiirmăd̦âțe
afinatã,afinată
afinitãts,afinităț
afinitãtsile,afinitățile
afinitãtãlor,afinitătâlor
afirearãljei,afirearâľei
afireshtsã,afireșțâ
afirits'vã,afiriț'vâ
afirmarã,afirmară
afirmarãt,afirmarăt
afirmativã,afirmativă
afirmãnda,afirmânda
afirmãndalui,afirmândalui
afirmãa,afirmăa
afirmãm,afirmăm
afirmãt,afirmăt
afirtiã,afirtiâ
afisharã,afișară
afisharãspusirã,afișarăspusiră
afishatã,afișatâ
afishead̦ã,afișead̦ă
afishparticipantsã,afișparticipanțâ
afishãndalui,afișândalui
aflarãarmãnlu,aflarăarmânlu
aflatsãlji,aflațâľi
aflatsã,aflață
aflatãdit,aflatădit
aflatãnãscutã,aflatănăscută
aflatããnvitsatã,aflatăînvițată
afltã,afltă
aflãnda,aflânda
aflãa,aflăa
aflãmdãm,aflămdăm
aflãt,aflăt
aflãtã,aflătă
aflãvizavi,aflăvizavi
afoarã-i,afoară-i
afoarãstrã,afoarăstră
africanã,africană
africãljei,africâľei
africãllei,africăllei
afruntead̦ã,afruntead̦â
aftuchinãljei,aftuchinâľei
aftukinatãljei,aftukinatâľei
aftukinatã,aftukinată
aftukinatãllei,aftukinatăllei
afumatã,afumată
afumãmuljearea,afumămuľearea
afundãs-duse,afundăs-duse
afurã,afură
afuundã,afuundă
afã,afă
afãa,afăa
afãnisiri,afănisiri
afãnisitã,afănisită
afãnãsitlui,afănăsitlui
ag'alnicã,ag'alnică
agarsitã,agarsită
ageazmãciune,ageazmăciune
agendãllei,agendăllei
agentsãljii,agențâľii
agentsãlli,agențălli
agentsãlor,agențălor
agentsãloru,agențăloru
agentã,agentă
agh'eazmãciune,agh'eazmăciune
agh'ezamãciune,agh'ezamăciune
agh'iazmãciune,agh'iazmăciune
agh'iazmãciune],agh'iazmăciune]
agh'iazãmiciune,agh'iazămiciune
agh'iu-iljie-auã,agh'iu-iľie-auă
agh'izmãciun,agh'izmăciun
agh'un'usitã,agh'un'usită
aghaezmãciune,aghaezmăciune
aghazmãciune,aghazmăciune
aghazmãciuneseptembrie,aghazmăciuneseptembrie
agheazmãciun,agheazmăciun
agheazmãciune,agheazmăciune
agheazmãciune-sãmedru,agheazmăciune-sâmedru
agheazmãciuneaestu,agheazmăciuneaestu
agheazmãciuneseptembrie,agheazmăciuneseptembrie
agheazmãciuneseptembriu,agheazmăciuneseptembriu
agheazmãciunesãmbãtã,agheazmăciunesâmbâtâ
agheazmãcviune,agheazmăcviune
agheazmãiune,agheazmăiune
aghendãlei,aghendâlei
aghendãljei,aghendâľei
aghentsã,aghențâ
aghentã,aghentâ
aghiazmãciune,aghiazmăciune
aghiazmãciuneseptembrie,aghiazmăciuneseptembrie
aghjeazmãciune,aghjeazmăciune
aghlisturã,aghlisturâ
aghnãnghipsea,aghnânghipsea
aghnãnghipsire,aghnânghipsire
aghrã,aghră
aghun'iusitã,aghun'iusită
aghun'usirã,aghun'usirâ
aghun'usitã,aghun'usitâ
aghãpisea,aghâpisea
aghãpisitor,aghâpisitor
aghãpisim,aghăpisim
agimitã,agimită
agimtã,agimtă
agingã,agingă
agioacã,agioacă
agitatã,agitată
agiucarã,agiucarâ
agiucatã,agiucată
agiucãtoariljei,agiucâtoariľei
agiucãtoarillei,agiucâtoarillei
agiucãtorlji,agiucâtorľi
agiucã,agiucă
agiucãm,agiucăm
agiucãmupãnã,agiucămupânâ
agiucãrealili,agiucărealili
agiucãtoare,agiucătoare
agiucãtoariloru,agiucătoariloru
agiucãtoarãllei,agiucătoarăllei
agiucãtori,agiucători
agiucãtorlor,agiucătorlor
agiucãtorlu,agiucătorlu
agiumgã,agiumgă
agiumisirã,agiumisirâ
agiumsirãla,agiumsirâla
agiumtãatinsã,agiumtăatinsă
agiumã,agiumă
agiund̦ã,agiund̦â
agiungãndalor,agiungândalor
agiungãom,agiungâom
agiunsh-fãr,agiunș-făr
agiunsirã,agiunsirâ
agiunsã,agiunsâ
agiusirã,agiusiră
agiutamã,agiutamă
agiutarãs'adara,agiutarăs'adara
agiutatsã,agiutață
agiutordiclarã,agiutordiclară
agiutorlus-armãnã,agiutorlus-armână
agiutorãn,agiutorăn
agiutãn'i,agiutân'i
agiutãndaei,agiutândaei
agiutãndalui,agiutândalui
agiutãr,agiutâr
agiutãcontribuie,agiutăcontribuie
agiutãi,agiutăi
agiutãm,agiutăm
agiutãmu,agiutămu
agiutãpãngãnjilji,agiutăpângâńiľi
agiutãtorlu,agiutătorlu
agiutãtoru,agiutătoru
agiuytã,agiuytă
agiyutã,agiyută
aglomerã,aglomeră
aglomerãri,aglomerări
aglomerãrile,aglomerările
agoiucãtori,agoiucători
agoiumsirã,agoiumsiră
agoumsirã,agoumsiră
agrarã,agrară
agravantã,agravantă
agravead̦ã,agravead̦ă
agravãri,agravări
agreabilã,agreabilă
agread̦ã,agread̦ă
agreatã,agreată
agreatãaprucheatã,agreatăaprucheată
agresiuneailegalã,agresiuneailegală
agresã,agresă
agriculturãi,agriculturăi
agriculturãlleii,agriculturălleii
agriculturãllii,agriculturăllii
agroalimentarã,agroalimentară
agroturisticã,agroturistică
agrsivã,agrsivâ
agrãshite,agrâșite
agrãsheascã,agrășească
agudearea-topãllei,agudearea-topăllei
agudeariunã,agudeariunâ
agudirãpãn,agudirăpăn
agungãnda,agungânda
aguoacã,aguoacă
agustupãrigurii,agustupârigurii
agutarã,agutarâ
agãlisearea,agâlisearea
agãrlor,agârlor
agãrsearea,agârsearea
agãrseari,agârseari
agãrseashti,agârseaști
agãrshea,agârșea
agãrsheariljei,agârșeariľei
agãrsheasca,agârșeasca
agãrsheashte,agârșeaște
agãrsheashti,agârșeaști
agãrshesc,agârșesc
agãrshii,agârșii
agãrshiiu,agârșiiu
agãrshindalui,agârșindalui
agãrshire,agârșire
agãrshirea,agârșirea
agãrshit,agârșit
agãrshitsi,agârșiți
agãrshitslji,agârșițľi
agãrshitãiamintarea,agârșitâiamintarea
agãrsi,agârsi
agãrsiti,agârsiti
agãshim,agâșim
agãlisire,agălisire
agãri,agări
agãrloru,agărloru
agãrsheari,agărșeari
agãrsherli,agărșerli
agãrshetã,agărșetă
agãrsitu,agărsitu
agãrsitã,agărsită
ahandoasã,ahandoasă
ahantã,ahantâ
aheazmãciune,aheazmăciune
ahicãseariljei,ahicâseariľei
ahicãsearillei,ahicâsearillei
ahiusitã,ahiusită
ahoriadi-altã,ahoriadi-altă
ahtãnta,ahtânta
ahtãriarãsescu,ahtăriarâsescu
ahtãrievenimente,ahtărievenimente
ahtãripasias,ahtăripasias
ahtãrli,ahtărli
ahuhrirã,ahuhriră
ahulitucãts,ahulitucâț
ahurheascã,ahurheascâ
ahurhestã,ahurhestâ
ahurhielãelã,ahurhielâelâ
ahurhirasã-shiafla,ahurhirasă-șiafla
ahurhirã-ndauã,ahurhirâ-ndauâ
ahurhisãptãmãnã,ahurhisâptâmânâ
ahurhiturã,ahurhitură
ahurhitãdi,ahurhitădi
ahurhãrã,ahurhârâ
ahuriatã,ahuriată
ahãbãrilor,ahâbărilor
ahãndame,ahândame
ahãndin',ahândin'
ahãndin'li,ahândin'li
ahãndoase,ahândoase
ahãndoasili,ahândoasili
ahãndosush-bea-mi,ahândosuș-bea-mi
ahãnduseshtsã,ahânduseșțâ
ahãndusimea-a,ahândusimea-a
ahãndusindalui,ahândusindalui
ahãndusit,ahândusit
ahãnta,ahânta
ahãnte,ahânte
ahãnti-au,ahânti-au
ahãntor,ahântor
ahãnts,ahânț
ahãntua,ahântua
ahãrdyearea,ahârdyearea
ahãrzit,ahârzit
ahãta,ahâta
ahãte,ahâte
ahãtea,ahâtea
ahãts,ahâț
ahãtua,ahâtua
ahãdosu,ahădosu
ahãd̦itu,ahăd̦itu
ahãndau,ahăndau
ahãndimile,ahăndimile
ahãndoasãs-alanceasca,ahăndoasăs-alanceasca
ahãndoshi,ahăndoși
ahãndoslu,ahăndoslu
ahãnduseashti,ahănduseaști
ahãnduseri,ahănduseri
ahãndusimu,ahăndusimu
ahãndusinji,ahăndusińi
ahãndusiti,ahăndusiti
ahãndusitu,ahăndusitu
ahãndusitã,ahăndusită
ahãrd̦asti,ahărd̦asti
ahãrd̦earea,ahărd̦earea
ahãrd̦eari,ahărd̦eari
ahãrd̦easti,ahărd̦easti
ahãrd̦eri,ahărd̦eri
ahãrd̦imu,ahărd̦imu
ahãrd̦inda,ahărd̦inda
ahãrd̦ire,ahărd̦ire
ahãrd̦iz,ahărd̦iz
ahãri,ahări
ahãrzi,ahărzi
ahãrzitu,ahărzitu
aiazmãciune,aiazmăciune
aibãun,aibâun
aibãea,aibăea
aices-toarnã,aices-toarnă
aindipendintsãllei,aindipendințăllei
aishtsã,aișțâ
aistentsã,aistență
aistentsãllei,aistențăllei
aistãdiscipolul,aistâdiscipolul
aistãl,aistăl
aitã,aită
aiurealã,aiurealâ
aivã,aivă
aiã,aiă
ajungãnd,ajungând
ajungãnda,ajungânda
ajungã,ajungă
ajunsã,ajunsă
ajustatã,ajustată
ajustead̦ã,ajustead̦ă
ajustead̦ãa,ajustead̦ăa
ajustead̦ãlãxeascã,ajustead̦ălăxească
ajustãri,ajustări
ajustãrli,ajustărli
ajutorpãn,ajutorpân
ajutorãrii,ajutorării
ajutã,ajută
ajutãm,ajutăm
ajutãsh-ca,ajutăș-ca
akicãserli,akicâserli
akicãsestã,akicâsestâ
akicãseamu,akicăseamu
akicãsear,akicăsear
akicãseare,akicăseare
akicãsearea-a,akicăsearea-a
akicãsearillei,akicăsearillei
akicãseascã,akicăsească
akicãseashti,akicăseaști
akicãsi,akicăsi
akicãsirã,akicăsiră
akicãsiti,akicăsiti
akicãsitoru,akicăsitoru
akicãsits,akicăsiț
akãxerli,akăxerli
aljgãndalui,aľgândalui
alabastrã,alabastră
alagãca,alagăca
alalantsã,alalanțâ
alaltsã,alalță
alamã,alamă
alancitã,alancită
alantsacãlinescu,alanțacălinescu
alantsãlji,alanțâľi
alantãdumãnicã,alantâdumânică
alantãetãtora,alantâetâtora
alantãoarã,alantâoarâ
alantãlli,alantălli
alarmantã,alarmantă
alarmã,alarmă
alarmãm,alarmăm
alasarã,alasarâ
alasatã,alasatâ
alasaã,alasaă
alasvrutã,alasvrută
alasã-mi,alasâ-mi
alasã-nghios,alasâ-nghios
alasã-m'i,alasă-m'i
alasãa,alasăa
alathusitã,alathusită
alatusirã,alatusirâ
alatusitã,alatusitâ
alatã,alată
alaudã,alaudă
alaxeascã,alaxeascâ
alaxitã,alaxită
alaãsati,alaâsati
albanezo-turcã,albanezo-turcă
albastrã,albastră
albastrã',albastră'
albãel,albâel
albãsh-cu,albâș-cu
albã-laiu,albă-laiu
albã-midia,albă-midia
albã-roshe,albă-roșe
albã-rãzboieni,albă-războieni
albãelena,albăelena
albãninti,albăninti
albãs-mi,albăs-mi
alcãtuitã,alcătuită
aleagãtu,aleagâtu
aleagãdi,aleagădi
aleapirã,aleapiră
aleapsitrã,aleapsitră
aleapsiã,aleapsiâ
aleaptãchirutã,aleaptăchirută
aleaptãljei,aleaptăľei
aleaptãsã,aleaptăsă
aled̦ã,aled̦â
alegãnda,alegânda
alegãtor,alegător
alegãtori',alegători'
alegãtorii,alegătorii
alegãtorilji,alegătoriľi
alegãtorlii,alegătorlii
alegãtorlji,alegătorľi
alegãtorljii,alegătorľii
alegãtorlli,alegătorlli
alegãtorllii,alegătorllii
alegãtorlor,alegătorlor
alegãtorlui,alegătorlui
alepatã,alepatâ
aleptidupã,aleptidupă
aleptsãli,alepțâli
aleptsãljii,alepțâľii
aleptsãlorama,alepțâlorama
aleptsãshi,alepțâși
aleptsãloru,alepțăloru
alergicã,alergică
alergãri,alergări
alergãtori,alergători
alertatã,alertată
alertãpripunirea-a,alertăpripunirea-a
aleryeatsi-ashteaptã,aleryeați-așteaptâ
alethea,alethea
aletsã,alețâ
alexandrãlei,alexandrâlei
alexãndrel,alexăndrel
alfaprotestã,alfaprotestă
alfãm,alfăm
algebricã,algebricâ
algeria,algeria
algerianã,algerianâ
algãtori,algători
ali-pãshelu,ali-pășelu
alianaltãcurti,alianaltăcurti
aliantsãi,alianțâi
aliantsãnoi,alianțânoi
aliantsãlleei,alianțălleei
aliantsãllei,alianțăllei
aliantsãpoliticãmilitarãditu,alianțăpoliticămilitarăditu
aliantsãva,alianțăva
aliantãljei,aliantâľei
aliantã,aliantă
aliatsãli,aliațâli
aliatsãljii,aliațâľii
aliatsã,aliață
aliatãlor,aliatâlor
alicheascã,alichească
alichitã,alichită
alidemocratsietrã,alidemocrațietrâ
alid̦earãljei,alid̦earâľei
alid̦emdupã,alid̦emdupă
alienantã,alienantă
aligãndalui,aligândalui
aligãtorilli,aligâtorilli
aligãtorljii,aligâtorľii
aligãtorlu,aligâtorlu
aligãtura,aligâtura
aligãtor,aligător
aligãturloru,aligăturloru
aligãturãllei,aligăturăllei
aliinã,aliină
aliinãascalnã,aliinăascalnă
aliinãcreashte,aliinăcreaște
alikitã,alikitâ
alimentarã-,alimentară-
alimentatã,alimentată
alimentead̦ã,alimentead̦ă
alimentã,alimentă
alimentãrile,alimentările
alimtã,alimtâ
alincitãavea,alincităavea
aliniad̦ã,aliniad̦ă
aliniarã,aliniară
aliniead̦ã,aliniead̦ă
alinãnda,alinânda
alinãllei,alinăllei
alinãm,alinăm
alinãri,alinări
alinãrli,alinărli
alipidarã,alipidarâ
aliromãnie,aliromânie
aliromãnienvitam,aliromânienvitam
aliromãnii,aliromânii
alitsentralãnuclearãdi,alițentralânuclearâdi
aliucrainãcãlisearea,aliucrainăcălisearea
aliucrainãdila,aliucrainădila
alkitã,alkită
allãsa,allăsa
almãjului,almăjului
alocarã,alocară
alocatã,alocată
alocutsiunizboarã,alocuțiunizboară
alocã,alocă
alocãm,alocăm
alocãri,alocări
alocãrile,alocările
alocãrilei,alocărilei
alocãrili,alocărili
alocãrli,alocărli
aloepatã,aloepatâ
alonar-agh'iazmãciune,alonar-agh'iazmăciune
aloocã,aloocă
alptsãlor,alpțâlor
alsã,alsă
altantã,altantă
altaoarã,altaoară
alteread̦ã,alteread̦ă
alternativãljei,alternativâľei
alternatã,alternatâ
alternead̦ã,alternead̦â
altetsãllei,altețăllei
altevãsiliiditu,altevăsiliiditu
alti-ndauã,alti-ndauâ
altirnantsã,altirnanță
altitsã,altiță
altoarããmbratsã,altoarâîmbrațâ
altorã,altorâ
altsã-ndoi,alțâ-ndoi
altsãi,alțâi
altsãljii,alțâľii
altsãtru,alțâtru
altsãllii,alțăllii
altsãoaminjicari,alțăoamińicari
altsãs-dãnãsim,alțăs-dânăsim
altsãshaptioamin'i,alțășaptioamin'i
alttsã,altță
alttã,alttă
altubãnãnda,altubănănda
altuivãrã,altuivârâ
altãcarte,altâcarte
altãcãsãbad̦,altâcâsâbad̦
altãi,altâi
altãtreatse,altâtreațe
altãvãrãoarã,altâvârâoarâ
altãlji,altăľi
altãlli,altălli
altãntoru,altăntoru
altãoara,altăoara
altãparti,altăparti
altãpoezia,altăpoezia
alucrãtorloru,alucrătorloru
aludmtã,aludmtă
alumptã,alumptă
alumptãm,alumptăm
alumtariã,alumtariâ
alumtsã,alumțâ
alumtãbaricadã,alumtâbaricadâ
alumtãbradley,alumtâbradley
alumtãlei,alumtâlei
alumtãnda-si,alumtânda-si
alumtãndalui,alumtândalui
alumtãljiei,alumtăľiei
alumtãmu,alumtămu
alumtãt,alumtăt
alumtãtoare,alumtătoare
alumtãtorlli,alumtătorlli
alumtãtorllii,alumtătorllii
alunar-yismãrciun,alunar-yismârciun
alunchiushirã,alunchiușiră
alunechiushirãri,alunechiușirări
alunecãri,alunecări
alungã,alungă
alunicãndalor,alunicândalor
aluntãtorloru,aluntătorloru
aluptatã,aluptată
aluptã,aluptă
alushtuipsdlugursicã,aluștuipsdlugursică
alustoarnã,alustoarnă
alusturnã,alusturnă
alutusitã,alutusitâ
aluumtã,aluumtă
alã,alâ
alãchiti,alâchiti
alãcseascã,alâcseascâ
alãdva,alâdva
alãga-nclo,alâga-nclo
alãgariljei,alâgariľei
alãgat,alâgat
alãgats,alâgaț
alãgau,alâgau
alãgãtori,alâgâtori
alãndurli,alândurli
alãndãrushe,alândârușe
alãngãndu,alângându
alãor,alâor
alãpsesh,alâpseș
alãs,alâs
alãsai,alâsai
alãsam,alâsam
alãsare,alâsare
alãsau,alâsau
alãshtoru,alâștoru
alãsm,alâsm
alãsãtor,alâsâtor
alãsãmuneauã,alâsămuneauâ
alãsãmush-tu,alâsămuș-tu
alãsãri,alâsări
alãthusescu,alâthusescu
alãtusea,alâtusea
alãtuseascã,alâtuseascâ
alãtusi,alâtusi
alãtãsi,alâtâsi
alãvdai,alâvdai
alãvdare,alâvdare
alãvdata,alâvdata
alãvdatc-ad̦ã,alâvdatc-ad̦ă
alãvdatu,alâvdatu
alãvdãnda-si,alâvdânda-si
alãvdãndalui,alâvdândalui
alãvdãrosu,alâvdârosu
alãvdãtoari,alâvdâtoari
alãvdãm,alâvdăm
alãvdãri,alâvdări
alãvdãrli,alâvdărli
alãxarea,alâxarea
alãxeariljei,alâxeariľei
alãxearãljei,alâxearâľei
alãxeashtea,alâxeaștea
alãxeashteatsale,alâxeașteațale
alãxeshti,alâxești
alãximinte,alâximinte
alãximintilor,alâximintilor
alãximitilor,alâximitilor
alãximterfea,alâximterfea
alãxirãfatsã,alâxirâfațâ
alãxitori,alâxitori
alãxitoru,alâxitoru
alãxits-vã,alâxiț-vă
alãxseascã,alâxseascâ
alãxãmintu,alâxâmintu
alãchirã,alăchiră
alãchitã,alăchită
alãgai,alăgai
alãgamu,alăgamu
alãgari,alăgari
alãgate,alăgate
alãgati,alăgati
alãgãmu,alăgămu
alãgãri,alăgări
alãgãrli,alăgărli
alãmitã,alămită
alãncea,alăncea
alãncearea,alăncearea
alãncearea-a,alăncearea-a
alãncearillei,alăncearillei
alãnceashti,alănceaști
alãncinda,alăncinda
alãncite,alăncite
alãncitu,alăncitu
alãncrã,alăncră
alãsamu,alăsamu
alãsara,alăsara
alãsarea,alăsarea
alãsashi,alăsași
alãsasi,alăsasi
alãsatu,alăsatu
alãshtor,alăștor
alãsãnda,alăsânda
alãsãnda-shi,alăsânda-și
